ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000241404	EGFL8	6	32132360	32136058	1	protein_coding	80864	EGFL8	3.51576835152093e-06	0.257303684	2	13	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	2.326e-55	rs2856437;rs204996;rs138389328:rs75918478:rs74463708;rs34744948:rs34744948:rs117816501;rs138389328:rs204996:rs17843620;rs9273524:rs11757500:rs9273524:rs9273079:rs1049213:rs35597309:rs536421612:rs17843620:rs78496075:rs28688207:rs117816501:rs73730372:rs144039739:rs9271146:rs36058358:rs9273325:rs28724248:rs28407950:rs9273508;rs17843620:rs193147579:rs28688207;rs35597309:rs4713570:rs28688825;rs73730372:rs1617322:rs9273595:rs374144416:rs9273508:rs28688825:rs1064173:rs28746844:rs17205528:rs117816501;rs79433101;rs138389328:rs28746844;rs28724248	3
ENSG00000204310	AGPAT1	6	32135989	32145873	-1	protein_coding	10554	AGPAT1	0.984453681304784	-0.094270214	5	14	2	9.55770659578e-05	0.049	DICE/T_CD8_naive_activated:DICE/T_CD4_TH1	+	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex	2.705e-22	rs2856437;rs204996;rs2853807;rs2072915;rs412492;rs74463708;rs34744948:rs34744948:rs204996:rs138389328:rs2856437:rs117816501;rs79433101;rs138389328:rs143469999:rs16870693:rs74463708:rs117816501;rs138389328:rs549182:rs6457499:rs56673349:rs17209007:rs376549:rs1265788:rs382259:rs382259;rs376549:rs412492:rs3115574:rs1617322:rs241436:rs2072915:rs148698549:rs9501364:rs926070	3
ENSG00000204308	RNF5	6	32146131	32151930	1	protein_coding	6048	RNF5	0.00299042376639745	0.006814174	5	16.52	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex	2.705e-22	rs2856437;rs2853807;rs204996;rs74463708;rs34744948:rs34744948:rs204996:rs138389328:rs2856437:rs117816501;rs79433101;rs138389328:rs143469999:rs16870693:rs74463708:rs117816501;rs138389328:rs549182:rs6457499:rs56673349:rs17209007:rs376549:rs1265788:rs382259:rs382259;rs376549:rs412492:rs3115574:rs1617322:rs241436:rs2072915:rs148698549:rs9501364:rs926070	3
ENSG00000204305	AGER	6	32148745	32152101	-1	protein_coding	177	AGER	1.46448261051773e-10	-0.301868651	5	16.52	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:EP_correlation_organ_oneway:Adult_Cortex:Fetal_Cortex	2.705e-22	rs2856437;rs2853807;rs204996;rs138389328;rs116995415;rs117232593:rs75918478:rs138389328:rs117816501;rs138389328:rs204996:rs2856437:rs117816501;rs79433101;rs138389328:rs143469999:rs16870693:rs2071349:rs9277341:rs588997:rs78496075:rs2072915:rs9501364	3
ENSG00000204304	PBX2	6	32152512	32157963	-1	protein_coding	5089	PBX2	0.889707316038439	-0.473697655	7	16.52	2	3.11146184078e-05	0.049	DICE/T_CD4_naive_activated	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex	2.705e-22	rs2856437;rs2853807;rs204996;rs538473;rs138389328;rs116995415;rs117232593:rs75918478:rs138389328:rs117816501;rs138389328:rs204996:rs2856437:rs117816501;rs79433101;rs138389328:rs143469999:rs16870693:rs2071349:rs9277341:rs588997:rs2072915:rs9501364	3
ENSG00000213654	GPSM3	6	32158543	32163300	-1	protein_coding	63940	GPSM3	0.609591627820476	-0.739905355	6	16.52	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.705e-22	rs2853807;rs204996;rs2856437;rs549182:rs138389328:rs2856437:rs148698549:rs73739316:rs117816501;rs79433101;rs138389328:rs241436	3
ENSG00000204301	NOTCH4	6	32162620	32191844	-1	protein_coding	4855	NOTCH4	1.19532150508521e-10	0.011318569	67	27	3	1.24601500986e-05	0.049	DICE/Monocyte_non_classical	-	Yes	Promoter_anchored_loops:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	3.781e-20	rs2856437;rs204996;rs431541;rs549182;rs117816501;rs79433101;rs138389328;rs391755;rs6457499;rs1617322;rs2071349:rs73739316:rs117816501;rs138389328:rs241436	3
ENSG00000204296	C6orf10	6	32256303	32339684	-1	protein_coding	10665	C6orf10	1.22806574585252e-13	1.357988694	164	21.9	51	2.99736107397e-06	0.049	DICE/B_cell_naive	+	Yes	Left_Ventricle:Liver:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	3.34e-24	rs926070;rs1265788;rs56673349;rs1617322;rs412492;rs199639400;rs143469999;rs17209007;rs549182;rs538473;rs148698549;rs7754570;rs17202120;rs117816501;rs79433101;rs138389328;rs116548543;rs73739316:rs117816501;rs138389328:rs241436:rs16870693:rs199639400:rs115792074:rs143357379:rs79433101:rs143469999:rs6457499:rs549182:rs56673349:rs17209007:rs376549:rs1265788:rs382259:rs382259;rs376549:rs412492:rs3115574:rs1617322:rs926070:rs117816501:rs56673349;rs7754570:rs9380294:rs10947261:rs62404579:rs116548543;rs114475159;rs17202120:rs1265788;rs9268909:rs3129891:rs3135344:rs148698549:rs114475159:rs9268909:rs7754570	3
ENSG00000204290	BTNL2	6	32361740	32374905	-1	protein_coding	56244	BTNL2	2.02725572868094e-07	NA	445	57	51	1.05065898683e-05	0.049	DICE/B_cell_naive	+	Yes	Promoter_anchored_loops:Adrenal:Aorta:Dorsolateral_Prefrontal_Cortex:Left_Ventricle:Liver:Lung:Pancreas:Psoas:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	2.326e-55	rs117816501;rs144039739;rs199639400;rs56673349;rs7754570;rs17209007;rs1617322;rs79433101;rs138389328;rs9380294;rs10947261;rs62404579;rs116548543;rs114475159;rs17202120;rs1265788;rs9268909;rs3129891;rs3135344;rs412492;rs2097442;rs138389328:rs79433101:rs115792074:rs16870693:rs73739316:rs241436:rs6457499:rs549182:rs56673349:rs17209007:rs376549:rs1265788:rs382259:rs382259;rs376549:rs412492:rs3115574:rs1617322:rs926070:rs199639400:rs143357379:rs143469999:rs11757500:rs9271146:rs9270549:rs144039739:rs28688207;rs116343052:rs9269923;rs9270549:rs9269923:rs117816501:rs9271919:rs9273079:rs116343052:rs78496075:rs3129891:rs28688207:rs28688207;rs35597309:rs9270549;rs144039739:rs9273079;rs9271919:rs9270549;rs9273079:rs35597309:rs9270549;rs9271146:rs199707618:rs9275505:rs148698549:rs34102154:rs78496075;rs9273524;rs9271146:rs28688207;rs116343052;rs35597309:rs28688825:rs28688825;rs34102154:rs9273524:rs4713570:rs9271146;rs3135344:rs11757500;rs144039739:rs73730372:rs9273524;rs9271146:rs28407950:rs1049213:rs28688825;rs73730372:rs9271378:rs144039739;rs9275505:rs78496075;rs9273524:rs35597309;rs78496075:rs34304006:rs28688207;rs35597309;rs9273079:rs78496075;rs9271919:rs2856437:rs9273325:rs28688825;rs34304006:rs17843620;rs9273524:rs17843620:rs536421612:rs10456411:rs566907865:rs36058358:rs28724248:rs9273508;rs17843620:rs193147579:rs9273595:rs374144416:rs9273508:rs1064173:rs28746844:rs17205528:rs28746844;rs28724248:rs17613643:rs796744433:rs9273595;rs17613643:rs28688207;rs36058358:rs113721192:rs73734325:rs2859066:rs56673349;rs7754570:rs9268909:rs2097442:rs114475159:rs7754570:rs9268845:rs376877:rs588997:rs2071349:rs9277341:rs138389328:rs204996:rs538473:rs17202120:rs116548543	3
ENSG00000204287	HLA-DRA	6	32407619	32412823	1	protein_coding	3122	HLA-DRA	0.700164889675938	2.607293214	225	12.83	2	3.06101191138e-05	0.049	DICE/T_CD4_naive_activated	+	Yes	EP_correlation_cell_type_oneway:EP_correlation_organ_oneway:Adult_Cortex:Aorta:Hippocampus:Left_Ventricle:Liver:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	2.326e-55	rs1617322;rs117816501;rs199639400;rs56673349;rs7754570;rs9268909;rs17209007;rs3129891;rs2097442;rs114475159;rs9268845;rs143469999;rs9273524;rs9268909:rs17209007:rs9271146:rs9273079:rs117816501:rs1617322:rs144039739:rs11757500:rs78496075:rs28688207;rs35597309:rs28688207:rs28688825;rs73730372:rs9271919:rs17843620;rs9273524:rs117816501;rs79433101;rs138389328:rs241436:rs73739316:rs1049213:rs28407950:rs35597309:rs9273325:rs28688825;rs34304006:rs9273524:rs28688207;rs116343052;rs35597309:rs199639400:rs28688825:rs78496075;rs9273524:rs9273524;rs9271146:rs17843620:rs536421612:rs10456411:rs566907865:rs73730372:rs36058358:rs28724248:rs9273508;rs17843620:rs193147579:rs4713570:rs9273595:rs374144416:rs9273508:rs1064173:rs28746844:rs17205528:rs28746844;rs28724248:rs17613643:rs796744433:rs9273595;rs17613643:rs28688207;rs36058358:rs148698549:rs9275505:rs16870693:rs115792074:rs143357379:rs79433101:rs143469999:rs56673349;rs7754570:rs9380294:rs10947261:rs56673349:rs62404579:rs116548543;rs17202120:rs1265788;rs9268909:rs3129891:rs3135344:rs114475159:rs7754570:rs113721192:rs73734325:rs2859066:rs6457499:rs549182:rs376549:rs1265788:rs382259:rs382259;rs376549:rs412492:rs3115574:rs926070:rs538473:rs9270549:rs28688207;rs116343052:rs9269923;rs9270549:rs9269923:rs116343052:rs9270549;rs144039739:rs9273079;rs9271919:rs9270549;rs9273079:rs9270549;rs9271146:rs199707618:rs34102154:rs78496075;rs9271146:rs28688825;rs34102154:rs9271146;rs3135344:rs11757500;rs144039739:rs9271378:rs144039739;rs9275505:rs35597309;rs78496075:rs34304006:rs28688207;rs35597309;rs9273079:rs78496075;rs9271919:rs2856437:rs376877:rs588997:rs2071349:rs9277341	3
ENSG00000198502	HLA-DRB5	6	32485120	32498064	-1	protein_coding	3127	HLA-DRB5	0.0032272662883476	NA	176	14.07	1706	2.30953741036e-17	0.049	DICE/B_cell_naive:DICE/T_CD4_naive:DICE/T_CD4_naive_activated:DICE/T_CD8_naive:DICE/T_CD8_naive_activated:DICE/Monocyte_classical:DICE/Monocyte_non_classical:DICE/NK:DICE/T_CD4_TFH:DICE/T_CD4_TH1:DICE/T_CD4_TH17:DICE/T_CD4_TH1_17:DICE/T_CD4_TH2:DICE/T_CD4_memory_TREG:DICE/T_CD4_naive_TREG	-	Yes	Promoter_anchored_loops:EP_correlation_cell_type_oneway:EP_correlation_organ_oneway:Aorta:Bladder:Left_Ventricle:Liver:Right_Ventricle:Spleen:GM12878:IMR90:Neural_Progenitor_Cell:Trophoblast-like_Cell	5.124e-33	rs117816501;rs144039739;rs9270549;rs9273079;rs9271146;rs9271919;rs9269923;rs3135344;rs1049213;rs9273524;rs199639400;rs1617322;rs11757500;rs78496075;rs35597309;rs17843620;rs9268845;rs199707618;rs28688825;rs34102154;rs28407950;rs2097442;rs138389328:rs11757500:rs9268845:rs1617322:rs117816501:rs199639400:rs62404579:rs144039739:rs9268909:rs9270549:rs9271146:rs28688207;rs116343052:rs9269923;rs9270549:rs9269923:rs9273079:rs9271919:rs3129891:rs28688207:rs28688207;rs35597309:rs9270549;rs144039739:rs9273079;rs9271919:rs9270549;rs9273079:rs35597309:rs9270549;rs9271146:rs199707618:rs78496075:rs9275505:rs148698549:rs34102154:rs78496075;rs9271146:rs28688207;rs116343052;rs35597309:rs28688825:rs28688825;rs34102154:rs17209007:rs28688825;rs73730372:rs17843620;rs9273524:rs117816501;rs79433101;rs138389328:rs116343052	3
ENSG00000196126	HLA-DRB1	6	32546546	32557625	-1	protein_coding	100996809	HLA-DRB1	5.62352879494898e-05	10.15439656	776	57	1523	6.19423909625e-23	0.049	DICE/B_cell_naive:DICE/T_CD4_naive:DICE/T_CD4_naive_activated:DICE/T_CD8_naive:DICE/T_CD8_naive_activated:DICE/Monocyte_classical:DICE/Monocyte_non_classical:DICE/NK:DICE/T_CD4_TFH:DICE/T_CD4_TH17:DICE/T_CD4_TH1_17:DICE/T_CD4_TH2:DICE/T_CD4_memory_TREG:DICE/T_CD4_naive_TREG	-	Yes	Promoter_anchored_loops:EP_correlation_cell_type_oneway:EP_correlation_organ_oneway:Aorta:Bladder:Left_Ventricle:Liver:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	2.326e-55	rs9271146;rs9269923;rs144039739;rs9273079;rs9270549;rs116343052;rs78496075;rs199639400;rs117816501;rs9271919;rs28688207;rs3129891;rs35597309;rs11757500;rs199707618;rs9275505;rs148698549;rs34102154;rs9273524;rs2097442;rs9268845;rs3135344;rs73730372;rs1049213;rs1617322;rs28407950;rs17843620;rs536421612;rs28724248;rs9273508;rs1064173;rs28746844;rs9273595;rs926070;rs144039739:rs9270549:rs9271146:rs9268909:rs17209007:rs9273079:rs117816501:rs1617322:rs11757500:rs78496075:rs28688207;rs35597309:rs28688207:rs28688825;rs73730372:rs9271919:rs17843620;rs9273524:rs117816501;rs79433101;rs138389328:rs9268845:rs199639400:rs62404579:rs3129891:rs9270549;rs9273079:rs28688207;rs116343052:rs56673349;rs7754570:rs9380294:rs10947261:rs56673349:rs116548543;rs114475159;rs17202120:rs1265788;rs9268909:rs3135344:rs148698549:rs114475159:rs7754570:rs73739316:rs241436:rs2097442:rs143469999:rs1049213:rs28407950:rs35597309:rs9273325:rs28688825;rs34304006:rs9273524:rs28688207;rs35597309:rs28688825:rs78496075;rs9273524:rs9273524;rs9271146:rs17843620:rs536421612:rs10456411:rs566907865:rs73730372:rs36058358:rs28724248:rs9273508;rs17843620:rs193147579:rs4713570:rs9273595:rs374144416:rs9273508:rs1064173:rs28746844:rs17205528:rs28746844;rs28724248:rs17613643:rs796744433:rs9273595;rs17613643:rs28688207;rs36058358:rs16870693:rs115792074:rs143357379:rs79433101:rs6457499:rs549182:rs376549:rs1265788:rs382259:rs382259;rs376549:rs412492:rs3115574:rs926070:rs199707618:rs9275505:rs9273079;rs9271919:rs34102154:rs78496075;rs9271146:rs28688825;rs34102154:rs9271146;rs3135344:rs11757500;rs144039739:rs9271378:rs144039739;rs9275505:rs35597309;rs78496075:rs34304006:rs28688207;rs9273079:rs78496075;rs9271919:rs2856437	3
ENSG00000196735	HLA-DQA1	6	32595956	32614839	1	protein_coding	100509457	HLA-DQA1	0.166625329932453	NA	1430	21.6	1897	5.01450206442e-29	0.049	DICE/B_cell_naive:DICE/T_CD4_naive:DICE/T_CD4_naive_activated:DICE/T_CD8_naive:DICE/T_CD8_naive_activated:DICE/Monocyte_classical:DICE/Monocyte_non_classical:DICE/NK:DICE/T_CD4_TFH:DICE/T_CD4_TH1:DICE/T_CD4_TH17:DICE/T_CD4_TH2:DICE/T_CD4_memory_TREG:DICE/T_CD4_naive_TREG	+	Yes	Promoter_anchored_loops:EP_correlation_cell_type_oneway:Left_Ventricle:Right_Ventricle:GM12878:IMR90:Mesendoderm:hESC	2.326e-55	rs28688207;rs35597309;rs11757500;rs78496075;rs9271146;rs199707618;rs144039739;rs9273524;rs117816501;rs1049213;rs28688825;rs28407950;rs9271378;rs9275505;rs9270549;rs9273079;rs34304006;rs199639400;rs9271919;rs1617322;rs73730372;rs116343052;rs2856437;rs9273325;rs17843620;rs536421612;rs10456411;rs566907865;rs36058358;rs28724248;rs9273508;rs193147579;rs376549;rs2097442;rs9268845;rs9269923;rs3135344;rs1064173;rs28746844;rs9273595;rs34102154;rs17205528;rs17613643;rs138389328:rs2856437:rs204996:rs566907865:rs9268909:rs17209007:rs9271146:rs9273079:rs117816501:rs1617322:rs144039739:rs11757500:rs28688207;rs35597309:rs78496075:rs28688207:rs28688825;rs73730372:rs9271919:rs56673349;rs7754570:rs117816501;rs79433101;rs138389328:rs9380294:rs10947261:rs56673349:rs199639400:rs62404579:rs116548543;rs114475159;rs17202120:rs1265788;rs9268909:rs3129891:rs3135344:rs148698549:rs114475159:rs7754570:rs6457499:rs549182:rs376549:rs1265788:rs382259:rs382259;rs376549:rs412492:rs3115574:rs926070:rs2097442:rs9268845:rs143469999:rs9270549:rs28688207;rs116343052:rs9269923;rs9270549:rs9269923:rs116343052:rs9270549;rs144039739:rs9273079;rs9271919:rs9270549;rs9273079:rs35597309:rs9270549;rs9271146:rs199707618:rs9275505:rs1049213:rs28407950:rs9273325:rs28688825;rs34304006:rs9273524:rs28688207;rs35597309:rs28688825:rs17843620;rs9273524:rs78496075;rs9273524:rs9273524;rs9271146:rs17843620:rs536421612:rs10456411:rs73730372:rs36058358:rs28724248:rs9273508;rs17843620:rs193147579:rs4713570:rs9273595:rs374144416:rs9273508:rs1064173:rs28746844:rs17205528:rs28746844;rs28724248:rs17613643:rs796744433:rs9273595;rs17613643:rs28688207;rs36058358:rs73739316:rs241436	3
ENSG00000179344	HLA-DQB1	6	32627244	32636160	-1	protein_coding	101060835	HLA-DQB1	0.353015151654053	22.53546394	907	19.46	1720	4.44789878039e-28	0.049	DICE/B_cell_naive:DICE/T_CD4_naive:DICE/T_CD4_naive_activated:DICE/T_CD8_naive:DICE/T_CD8_naive_activated:DICE/Monocyte_classical:DICE/Monocyte_non_classical:DICE/NK:DICE/T_CD4_TFH:DICE/T_CD4_TH1:DICE/T_CD4_TH17:DICE/T_CD4_TH1_17:DICE/T_CD4_TH2:DICE/T_CD4_memory_TREG:DICE/T_CD4_naive_TREG	+	Yes	Promoter_anchored_loops:EP_correlation_cell_type_oneway:EP_correlation_organ_oneway:Left_Ventricle:Liver:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.326e-55	rs11757500;rs35597309;rs78496075;rs536421612;rs566907865;rs17843620;rs9273524;rs9273079;rs1049213;rs28688207;rs117816501;rs73730372;rs144039739;rs9271146;rs36058358;rs9273325;rs28724248;rs28407950;rs9273508;rs193147579;rs4713570;rs28688825;rs1617322;rs9273595;rs374144416;rs1064173;rs28746844;rs17205528;rs79433101;rs138389328;rs17613643;rs796744433;rs199639400;rs148698549;rs2097442;rs9269923;rs9271919;rs9270549;rs34102154;rs3135344;rs199707618;rs34304006;rs9268845;rs62404579;rs9271378;rs3129891;rs9270549:rs9271146:rs9273079:rs199639400:rs117816501:rs144039739:rs78496075:rs9269923:rs9271919:rs28688207;rs116343052:rs2072915:rs148698549:rs9268909:rs17209007:rs9268845:rs1617322:rs11757500:rs28688207;rs35597309:rs28688207:rs28688825;rs73730372:rs17843620;rs9273524:rs6457499:rs549182:rs56673349:rs376549:rs1265788:rs382259:rs382259;rs376549:rs412492:rs3115574:rs926070:rs56673349;rs7754570:rs117816501;rs138389328:rs9380294:rs10947261:rs62404579:rs116548543;rs114475159;rs17202120:rs1265788;rs9268909:rs3129891:rs3135344:rs114475159:rs7754570:rs2097442:rs143469999:rs16870693:rs115792074:rs143357379:rs79433101:rs538473:rs9269923;rs9270549:rs116343052:rs9270549;rs144039739:rs9273079;rs9271919:rs9270549;rs9273079:rs35597309:rs9270549;rs9271146:rs199707618:rs9275505:rs73739316:rs241436:rs34102154:rs78496075;rs9271146:rs28688207;rs116343052;rs35597309:rs28688825:rs28688825;rs34102154:rs9273524:rs4713570:rs9271146;rs3135344:rs11757500;rs144039739:rs73730372:rs9273524;rs9271146:rs28407950:rs1049213:rs9271378:rs144039739;rs9275505:rs78496075;rs9273524:rs35597309;rs78496075:rs34304006:rs28688207;rs9273079:rs78496075;rs9271919:rs2856437:rs17205528:rs536421612:rs566907865	3
ENSG00000237541	HLA-DQA2	6	32709119	32714992	1	protein_coding	3118	HLA-DQA2	0.00504406368032515	3.372505394	99	21.2	1830	1.62759323069e-29	0.049	DICE/B_cell_naive:DICE/T_CD4_naive:DICE/T_CD4_naive_activated:DICE/T_CD8_naive:DICE/T_CD8_naive_activated:DICE/Monocyte_classical:DICE/Monocyte_non_classical:DICE/NK:DICE/T_CD4_TFH:DICE/T_CD4_TH1:DICE/T_CD4_TH17:DICE/T_CD4_TH1_17:DICE/T_CD4_TH2:DICE/T_CD4_memory_TREG:DICE/T_CD4_naive_TREG	-	Yes	EP_correlation_cell_type_oneway:Left_Ventricle:Liver:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.214e-33	rs117816501;rs79433101;rs138389328;rs143357379;rs2859066;rs16870693;rs115792074;rs566907865;rs199639400;rs2097442;rs9268845;rs9271146;rs9271919;rs9269923;rs9273079;rs9270549;rs11757500;rs78496075;rs9273524;rs3135344;rs73730372;rs28407950;rs1049213;rs28688825;rs199707618;rs35597309;rs28688207;rs17843620;rs536421612;rs28724248;rs9273508;rs1064173;rs28746844;rs9273595;rs36058358;rs144039739;rs9275505;rs78496075:rs28688825;rs73730372:rs9273079:rs9271919:rs11757500:rs17843620;rs9273524:rs117816501;rs138389328:rs117816501:rs17209007:rs56673349;rs7754570:rs1617322:rs9380294:rs10947261:rs56673349:rs199639400:rs62404579:rs116548543;rs114475159;rs17202120:rs1265788;rs9268909:rs3129891:rs3135344:rs148698549:rs114475159:rs9268909:rs7754570:rs6457499:rs549182:rs376549:rs1265788:rs382259:rs382259;rs376549:rs412492:rs3115574:rs926070:rs2097442:rs9268845:rs143469999:rs144039739:rs138389328:rs204996:rs538473:rs16870693:rs115792074:rs143357379:rs79433101:rs73739316:rs241436	3
ENSG00000232629	HLA-DQB2	6	32723875	32731311	-1	protein_coding	3120	HLA-DQB2	0.00935592869459469	2.056435658	69	17.58	1884	1.10671372413e-23	0.049	DICE/B_cell_naive:DICE/T_CD4_naive:DICE/T_CD4_naive_activated:DICE/T_CD8_naive:DICE/T_CD8_naive_activated:DICE/Monocyte_classical:DICE/Monocyte_non_classical:DICE/NK:DICE/T_CD4_TFH:DICE/T_CD4_TH1:DICE/T_CD4_TH17:DICE/T_CD4_TH1_17:DICE/T_CD4_TH2:DICE/T_CD4_memory_TREG:DICE/T_CD4_naive_TREG	-	Yes	EP_links_oneway:Promoter_anchored_loops:EP_correlation_cell_type_oneway:Aorta:Left_Ventricle:Liver:Lung:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.326e-55	rs117816501;rs79433101;rs138389328;rs115792074;rs16870693;rs199639400;rs143357379;rs2097442;rs9268845;rs9271146;rs9269923;rs9273079;rs9271919;rs9270549;rs78496075;rs9273524;rs3135344;rs73730372;rs28407950;rs1049213;rs28688825;rs199707618;rs35597309;rs28688207;rs17843620;rs9273595;rs9273508;rs17205528;rs36058358;rs11757500;rs536421612;rs28724248;rs1064173;rs28746844;rs17613643;rs144039739;rs138389328:rs6457499:rs549182:rs56673349:rs17209007:rs376549:rs1265788:rs382259:rs382259;rs376549:rs117816501:rs10947261:rs199639400:rs56673349;rs7754570:rs62404579:rs116548543;rs114475159;rs17202120:rs9380294:rs1617322:rs1265788;rs9268909:rs3129891:rs114475159:rs3135344:rs9268909:rs7754570:rs78496075:rs28688825;rs73730372:rs9273079:rs9271919:rs11757500:rs17843620;rs9273524:rs117816501;rs138389328:rs148698549:rs412492:rs3115574:rs926070:rs538473:rs143469999:rs2097442:rs9268845:rs144039739:rs1049213:rs28407950:rs35597309:rs28688207;rs35597309:rs9273325:rs28688825;rs34304006:rs9273524:rs28688207;rs116343052;rs35597309:rs28688825:rs78496075;rs9273524:rs9273524;rs9271146:rs17843620:rs536421612:rs10456411:rs566907865:rs28688207:rs73730372:rs9271146:rs36058358:rs28724248:rs9273508;rs17843620:rs193147579:rs4713570:rs9273595:rs374144416:rs9273508:rs1064173:rs28746844:rs17205528:rs28746844;rs28724248:rs17613643:rs796744433:rs9273595;rs17613643:rs28688207;rs36058358:rs73739316:rs241436:rs204996:rs17202120:rs116548543:rs9270549:rs28688207;rs116343052:rs9269923;rs9270549:rs9269923:rs116343052:rs9270549;rs144039739:rs9273079;rs9271919:rs9270549;rs9273079:rs9270549;rs9271146:rs199707618:rs9275505:rs113721192:rs16870693:rs73734325:rs2859066:rs115792074:rs143357379	3
ENSG00000241106	HLA-DOB	6	32780540	32784825	-1	protein_coding	3112	HLA-DOB	9.08751665004379e-05	1.309429378	14	7.386	17	4.63707157768e-14	0.049	DICE/T_CD4_naive:DICE/T_CD4_naive_activated:DICE/T_CD8_naive:DICE/T_CD8_naive_activated:DICE/Monocyte_classical:DICE/Monocyte_non_classical:DICE/NK:DICE/T_CD4_TFH:DICE/T_CD4_TH1:DICE/T_CD4_TH17:DICE/T_CD4_TH1_17:DICE/T_CD4_TH2:DICE/T_CD4_memory_TREG:DICE/T_CD4_naive_TREG	-	Yes	Promoter_anchored_loops:EP_correlation_cell_type_oneway:EP_correlation_organ_oneway:Adrenal:Aorta:Dorsolateral_Prefrontal_Cortex:Hippocampus:Left_Ventricle:Liver:Lung:Pancreas:Psoas:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	2.326e-55	rs73739316;rs117816501;rs79433101;rs138389328;rs382259;rs28407950;rs28688207;rs35597309;rs536421612;rs1064173;rs28724248;rs2859066;rs16870693;rs241436;rs3129891:rs117816501:rs9380294:rs1617322:rs3135344:rs199639400:rs56673349;rs7754570:rs148698549:rs17209007:rs9268909:rs9271146:rs9273079:rs144039739:rs11757500:rs28688207;rs35597309:rs78496075:rs28688207:rs28688825;rs73730372:rs9271919:rs17843620;rs9273524:rs117816501;rs138389328:rs10947261:rs56673349:rs62404579:rs116548543;rs114475159;rs17202120:rs1265788;rs9268909:rs114475159:rs7754570:rs2097442:rs9268845:rs143469999:rs138389328:rs204996:rs6457499:rs549182:rs376549:rs1265788:rs382259:rs382259;rs376549:rs412492:rs3115574:rs926070:rs17202120:rs116548543:rs538473:rs9270549:rs28688207;rs116343052:rs9269923;rs9270549:rs9269923:rs116343052:rs9270549;rs144039739:rs9273079;rs9271919:rs9270549;rs9273079:rs35597309:rs9270549;rs9271146:rs199707618:rs9275505:rs16870693:rs115792074:rs143357379:rs79433101:rs117816501;rs138389328:rs1049213:rs28407950:rs9273325:rs28688825;rs34304006:rs9273524:rs28688207;rs116343052;rs35597309:rs28688825:rs78496075;rs9273524:rs9273524;rs9271146:rs17843620:rs536421612:rs10456411:rs566907865:rs73730372:rs36058358:rs28724248:rs9273508;rs17843620:rs193147579:rs4713570:rs9273595:rs374144416:rs9273508:rs1064173:rs28746844:rs17205528:rs28746844;rs28724248:rs17613643:rs796744433:rs9273595;rs17613643:rs28688207;rs36058358:rs113721192:rs73734325:rs2859066:rs2071349:rs588997:rs2856437:rs431541:rs391755:rs34102154:rs78496075;rs9273524;rs9271146:rs28688825;rs34102154:rs9271146;rs3135344:rs11757500;rs144039739:rs9271378:rs144039739;rs9275505:rs35597309;rs78496075:rs34304006:rs28688207;rs9273079:rs78496075;rs9271919:rs376877:rs9277341	3
