# MEAN_SAMPLE_SIZE = 15368
# TOTAL_GENES = 19213
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOBP_REGULATION_OF_NK_T_CELL...2         SET       6      0.47199    0.0083397      0.40367      0.12116 GOBP_REGULATION_OF_NK_T_CELL_DIFFERENTIATION
GOBP_REGULATION_OF_NK_T_CELL...3         SET       7       0.3599    0.0068686      0.37042      0.16563 GOBP_REGULATION_OF_NK_T_CELL_PROLIFERATION
GOBP_REGULATION_OF_NMDA_RECE...          SET      22     -0.13551   -0.0045829       0.2088      0.74182 GOBP_REGULATION_OF_NMDA_RECEPTOR_ACTIVITY
GOBP_REGULATION_OF_NODAL_SIG...1         SET      10     -0.14725   -0.0033586      0.29262      0.69259 GOBP_REGULATION_OF_NODAL_SIGNALING_PATHWAY
GOBP_REGULATION_OF_NODAL_SIG...2         SET       5     -0.11711    -0.001889       0.4056       0.6136 GOBP_REGULATION_OF_NODAL_SIGNALING_PATHWAY_INVOLVED_IN_DETERMINATION_OF_LEFT_RIGHT_ASYMMETRY
GOBP_REGULATION_OF_NON_CANON...          SET      25    -0.082247    -0.002965      0.16356      0.69246 GOBP_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY
GOBP_REGULATION_OF_NON_MEMBR...          SET       4      0.73764     0.010643      0.47894     0.061773 GOBP_REGULATION_OF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY
GOBP_REGULATION_OF_NON_MOTIL...          SET      12      0.26307    0.0065727      0.22568      0.12188 GOBP_REGULATION_OF_NON_MOTILE_CILIUM_ASSEMBLY
GOBP_REGULATION_OF_NOTCH_SIG...          SET      89    -0.020399   -0.0013852     0.097537      0.58283 GOBP_REGULATION_OF_NOTCH_SIGNALING_PATHWAY
GOBP_REGULATION_OF_NUCLEAR_C...          SET      11     -0.20072   -0.0048015      0.23779      0.80069 GOBP_REGULATION_OF_NUCLEAR_CELL_CYCLE_DNA_REPLICATION
GOBP_REGULATION_OF_NUCLEAR_D...          SET     145     0.061399    0.0053139     0.070387      0.19153 GOBP_REGULATION_OF_NUCLEAR_DIVISION
GOBP_REGULATION_OF_NUCLEAR_T...1         SET      26      0.19443    0.0071479      0.16096      0.11354 GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY
GOBP_REGULATION_OF_NUCLEAR_T...2         SET      12      0.15826     0.003954      0.24981      0.26321 GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY
GOBP_REGULATION_OF_NUCLEAR_T...3         SET      15      0.33798    0.0094401      0.22567     0.067119 GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING
GOBP_REGULATION_OF_NUCLEASE_...          SET      22     -0.14871   -0.0050294      0.17674      0.79993 GOBP_REGULATION_OF_NUCLEASE_ACTIVITY
GOBP_REGULATION_OF_NUCLEOBAS...          SET      15      0.33181     0.009268      0.21817      0.06415 GOBP_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT
GOBP_REGULATION_OF_NUCLEOCYT...          SET     105   -0.0023858   -0.0001759     0.084544      0.51126 GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT
GOBP_REGULATION_OF_NUCLEOTID...1         SET       8   -0.0024157  -4.9284e-05      0.32325      0.50298 GOBP_REGULATION_OF_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY
GOBP_REGULATION_OF_NUCLEOTID...2         SET      12      -0.1923   -0.0048046      0.27536      0.75752 GOBP_REGULATION_OF_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_SIGNALING_PATHWAY
GOBP_REGULATION_OF_NUCLEOTID...3         SET      30     -0.04539   -0.0017923      0.13591       0.6308 GOBP_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS
GOBP_REGULATION_OF_NUCLEOTID...4         SET      28     0.051398    0.0019608      0.15742      0.37203 GOBP_REGULATION_OF_NUCLEOTIDE_EXCISION_REPAIR
GOBP_REGULATION_OF_NUCLEOTID...5         SET      84     -0.11422   -0.0075359      0.09163       0.8937 GOBP_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS
GOBP_REGULATION_OF_ODONTOGEN...1         SET      17     -0.13476   -0.0040068      0.21856      0.73124 GOBP_REGULATION_OF_ODONTOGENESIS
GOBP_REGULATION_OF_ODONTOGEN...2         SET      11     -0.12128   -0.0029012      0.25922      0.68005 GOBP_REGULATION_OF_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH
GOBP_REGULATION_OF_OLIGODEND...          SET      42     0.086234    0.0040276      0.13213      0.25699 GOBP_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION
GOBP_REGULATION_OF_OOCYTE_MA...          SET       7      0.29604    0.0056498       0.3021      0.16357 GOBP_REGULATION_OF_OOCYTE_MATURATION
GOBP_REGULATION_OF_OPSONIZAT...          SET      10     -0.16506   -0.0037649      0.33384       0.6895 GOBP_REGULATION_OF_OPSONIZATION
GOBP_REGULATION_OF_ORGANELLE...1         SET     220     0.077437     0.008239     0.057416     0.088726 GOBP_REGULATION_OF_ORGANELLE_ASSEMBLY
GOBP_REGULATION_OF_ORGANELLE...2         SET    1132     0.027093    0.0063797     0.026433      0.15271 GOBP_REGULATION_OF_ORGANELLE_ORGANIZATION
GOBP_REGULATION_OF_ORGANELLE...3         SET      10     0.090658    0.0020678      0.26722      0.36721 GOBP_REGULATION_OF_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE
GOBP_REGULATION_OF_ORGANIC_A...          SET      76     -0.13843   -0.0086894     0.093158      0.93135 GOBP_REGULATION_OF_ORGANIC_ACID_TRANSPORT
GOBP_REGULATION_OF_ORGAN_GRO...          SET      83    0.0024984   0.00016386      0.10001      0.49004 GOBP_REGULATION_OF_ORGAN_GROWTH
GOBP_REGULATION_OF_OSSIFICAT...          SET     110    -0.090527   -0.0068303     0.087442      0.84972 GOBP_REGULATION_OF_OSSIFICATION
GOBP_REGULATION_OF_OSTEOBLAS...1         SET     121     0.093247    0.0073768     0.080247      0.12263 GOBP_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION
GOBP_REGULATION_OF_OSTEOBLAS...2         SET      27       0.2495    0.0093468      0.17177      0.07319 GOBP_REGULATION_OF_OSTEOBLAST_PROLIFERATION
GOBP_REGULATION_OF_OSTEOCLAS...1         SET      11    -0.076178   -0.0018223      0.25782      0.61618 GOBP_REGULATION_OF_OSTEOCLAST_DEVELOPMENT
GOBP_REGULATION_OF_OSTEOCLAS...2         SET      66   -0.0095408  -0.00055824      0.11788      0.53225 GOBP_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION
GOBP_REGULATION_OF_OSTEOCLAS...3         SET       6     0.044313   0.00078298      0.39117       0.4549 GOBP_REGULATION_OF_OSTEOCLAST_PROLIFERATION
GOBP_REGULATION_OF_OVARIAN_F...          SET       6      0.80143     0.014161      0.44025     0.034359 GOBP_REGULATION_OF_OVARIAN_FOLLICLE_DEVELOPMENT
GOBP_REGULATION_OF_OXIDATIVE...1         SET      19    -0.026343  -0.00082801      0.18772       0.5558 GOBP_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION
GOBP_REGULATION_OF_OXIDATIVE...2         SET      64     0.071514    0.0041207      0.10937      0.25661 GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_CELL_DEATH
GOBP_REGULATION_OF_OXIDATIVE...3         SET      26      0.24509      0.00901       0.1564     0.058559 GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY
GOBP_REGULATION_OF_OXIDOREDU...          SET      95     0.034324    0.0024076     0.091018      0.35305 GOBP_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY
GOBP_REGULATION_OF_P38MAPK_C...          SET      43      0.23029     0.010883      0.13044     0.038754 GOBP_REGULATION_OF_P38MAPK_CASCADE
GOBP_REGULATION_OF_PANCREATI...          SET       7      0.27522    0.0052524      0.33651      0.20673 GOBP_REGULATION_OF_PANCREATIC_JUICE_SECRETION
GOBP_REGULATION_OF_PATTERN_R...          SET      96     0.019603    0.0013822     0.086779      0.41064 GOBP_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY
GOBP_REGULATION_OF_PENILE_ER...          SET       7     -0.31454   -0.0060029      0.29552      0.85641 GOBP_REGULATION_OF_PENILE_ERECTION
GOBP_REGULATION_OF_PENTOSE_P...          SET       6     -0.34804   -0.0061497      0.35939      0.83358 GOBP_REGULATION_OF_PENTOSE_PHOSPHATE_SHUNT
GOBP_REGULATION_OF_PEPTIDASE...          SET     382    -0.037545   -0.0052412     0.046056      0.79251 GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY
GOBP_REGULATION_OF_PEPTIDE_T...          SET     189   -0.0069305  -0.00068401     0.064898      0.54252 GOBP_REGULATION_OF_PEPTIDE_TRANSPORT
GOBP_REGULATION_OF_PEPTIDYL_...1         SET       8     -0.15325   -0.0031266      0.39333      0.65159 GOBP_REGULATION_OF_PEPTIDYL_CYSTEINE_S_NITROSYLATION
GOBP_REGULATION_OF_PEPTIDYL_...2         SET      62    0.0093835    0.0005322      0.10819      0.46544 GOBP_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION
GOBP_REGULATION_OF_PEPTIDYL_...3         SET     133    -0.032592   -0.0027023     0.079457      0.65916 GOBP_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION
GOBP_REGULATION_OF_PEPTIDYL_...4         SET      22     -0.19892   -0.0067274      0.27263      0.76719 GOBP_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION_OF_STAT_PROTEIN
GOBP_REGULATION_OF_PEPTIDYL_...5         SET      41      0.08168    0.0037693      0.13807      0.27706 GOBP_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION
GOBP_REGULATION_OF_PEPTIDYL_...6         SET     240     0.039276    0.0043623     0.056719      0.24433 GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION
GOBP_REGULATION_OF_PERK_MEDI...          SET      11     0.042535    0.0010175      0.26939      0.43727 GOBP_REGULATION_OF_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE
GOBP_REGULATION_OF_PEROXISOM...          SET      14      0.11242    0.0030335      0.21596      0.30135 GOBP_REGULATION_OF_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY
GOBP_REGULATION_OF_PH                    SET      97    -0.043144   -0.0030579      0.09064      0.68296 GOBP_REGULATION_OF_PH
GOBP_REGULATION_OF_PHAGOCYTO...          SET      95    -0.061826   -0.0043368     0.089702      0.75466 GOBP_REGULATION_OF_PHAGOCYTOSIS
GOBP_REGULATION_OF_PHENOTYPI...          SET       3      0.57247    0.0071531       0.5778      0.16091 GOBP_REGULATION_OF_PHENOTYPIC_SWITCHING
GOBP_REGULATION_OF_PHOSPHATA...          SET      76      0.15777    0.0099032      0.10456     0.065685 GOBP_REGULATION_OF_PHOSPHATASE_ACTIVITY
GOBP_REGULATION_OF_PHOSPHATE...          SET       6      0.78733     0.013912      0.36322     0.015101 GOBP_REGULATION_OF_PHOSPHATE_TRANSPORT
GOBP_REGULATION_OF_PHOSPHATI...1         SET       5     0.037187   0.00059983      0.36773      0.45973 GOBP_REGULATION_OF_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS
GOBP_REGULATION_OF_PHOSPHATI...2         SET      10    -0.061618   -0.0014054      0.26507      0.59191 GOBP_REGULATION_OF_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS
GOBP_REGULATION_OF_PHOSPHATI...3         SET      41       0.1585    0.0073142      0.13413      0.11868 GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY
GOBP_REGULATION_OF_PHOSPHATI...4         SET     105     0.061773    0.0045542     0.085604      0.23527 GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING
GOBP_REGULATION_OF_PHOSPHATI...5         SET       4        0.376    0.0054248      0.43311      0.19267 GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS
GOBP_REGULATION_OF_PHOSPHATI...6         SET       5      0.39891    0.0064345      0.31728      0.10434 GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION
GOBP_REGULATION_OF_PHOSPHOLI...1         SET       9      0.06085    0.0013167      0.25913      0.40717 GOBP_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY
GOBP_REGULATION_OF_PHOSPHOLI...2         SET      63   -0.0016418  -9.3862e-05      0.10889      0.50601 GOBP_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY
GOBP_REGULATION_OF_PHOSPHOLI...3         SET       5      -0.2098   -0.0033842      0.45171      0.67884 GOBP_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY
GOBP_REGULATION_OF_PHOSPHOLI...4         SET      42     -0.12541   -0.0058572      0.13602      0.82172 GOBP_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVITY
GOBP_REGULATION_OF_PHOSPHOLI...5         SET      16     0.036707    0.0010589      0.23214      0.43718 GOBP_REGULATION_OF_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS
GOBP_REGULATION_OF_PHOSPHOLI...6         SET       7     -0.10394   -0.0019837      0.35235        0.616 GOBP_REGULATION_OF_PHOSPHOLIPID_CATABOLIC_PROCESS
GOBP_REGULATION_OF_PHOSPHOLI...7         SET      32     0.066098    0.0026953      0.15432      0.33422 GOBP_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS
GOBP_REGULATION_OF_PHOSPHOLI...8         SET       6     -0.34532   -0.0061015      0.34015      0.84498 GOBP_REGULATION_OF_PHOSPHOLIPID_TRANSLOCATION
GOBP_REGULATION_OF_PHOSPHOLI...9         SET      15      -0.0255  -0.00071224      0.22695      0.54473 GOBP_REGULATION_OF_PHOSPHOLIPID_TRANSPORT
GOBP_REGULATION_OF_PHOSPHOPR...          SET      52     0.063933    0.0033217      0.12306       0.3017 GOBP_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY
GOBP_REGULATION_OF_PHOSPHORU...          SET    1265     0.022135    0.0054896     0.025358      0.19138 GOBP_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS
GOBP_REGULATION_OF_PHOSPHORY...          SET    1135     0.014313    0.0033747      0.02646      0.29427 GOBP_REGULATION_OF_PHOSPHORYLATION
GOBP_REGULATION_OF_PIGMENTAT...          SET      15      0.38451      0.01074      0.26635     0.074433 GOBP_REGULATION_OF_PIGMENTATION
GOBP_REGULATION_OF_PIGMENT_C...          SET       8      0.21105    0.0043057      0.32688      0.25926 GOBP_REGULATION_OF_PIGMENT_CELL_DIFFERENTIATION
GOBP_REGULATION_OF_PINOCYTOS...          SET      12      0.15193    0.0037958      0.22868      0.25323 GOBP_REGULATION_OF_PINOCYTOSIS
GOBP_REGULATION_OF_PLASMA_CE...          SET       5      0.26932    0.0043443       0.3318      0.20849 GOBP_REGULATION_OF_PLASMA_CELL_DIFFERENTIATION
GOBP_REGULATION_OF_PLASMA_LI...          SET      71     -0.10098   -0.0061271      0.11266      0.81495 GOBP_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS
GOBP_REGULATION_OF_PLASMA_ME...1         SET      17    -0.077943   -0.0023175      0.21865      0.63925 GOBP_REGULATION_OF_PLASMA_MEMBRANE_ORGANIZATION
GOBP_REGULATION_OF_PLASMA_ME...2         SET       6     -0.42619   -0.0075306      0.38273      0.86725 GOBP_REGULATION_OF_PLASMA_MEMBRANE_REPAIR
GOBP_REGULATION_OF_PLASMINOG...          SET      18     -0.19171   -0.0058653      0.19163      0.84144 GOBP_REGULATION_OF_PLASMINOGEN_ACTIVATION
GOBP_REGULATION_OF_PLATELET_...1         SET      50     0.024401    0.0012432      0.12345      0.42166 GOBP_REGULATION_OF_PLATELET_ACTIVATION
GOBP_REGULATION_OF_PLATELET_...2         SET      30    -0.098992   -0.0039087       0.1559      0.73727 GOBP_REGULATION_OF_PLATELET_AGGREGATION
GOBP_REGULATION_OF_PLATELET_...3         SET       5     -0.02397  -0.00038665       0.3732      0.52561 GOBP_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_ALPHA_SIGNALING_PATHWAY
GOBP_REGULATION_OF_PLATELET_...4         SET       8     0.013721   0.00027993      0.24986       0.4781 GOBP_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA_SIGNALING_PATHWAY
GOBP_REGULATION_OF_PLATELET_...5         SET      23     0.016937   0.00058566      0.15872      0.45751 GOBP_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY
GOBP_REGULATION_OF_PODOSOME_...          SET      13      0.59584     0.015494      0.21441      0.00273 GOBP_REGULATION_OF_PODOSOME_ASSEMBLY
GOBP_REGULATION_OF_POLYAMINE...          SET       5     -0.50429   -0.0081343      0.34314      0.92916 GOBP_REGULATION_OF_POLYAMINE_TRANSMEMBRANE_TRANSPORT
GOBP_REGULATION_OF_POLYSACCH...          SET      40     0.015331   0.00069882      0.14653      0.45834 GOBP_REGULATION_OF_POLYSACCHARIDE_METABOLIC_PROCESS
GOBP_REGULATION_OF_POSITIVE_...          SET      25      0.39814     0.014353      0.20076     0.023686 GOBP_REGULATION_OF_POSITIVE_CHEMOTAXIS
GOBP_REGULATION_OF_POSTSYNAP...1         SET      89    -0.034829   -0.0023651     0.095206      0.64275 GOBP_REGULATION_OF_POSTSYNAPSE_ORGANIZATION
GOBP_REGULATION_OF_POSTSYNAP...2         SET      11     -0.12279   -0.0029373      0.26482      0.67856 GOBP_REGULATION_OF_POSTSYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION
GOBP_REGULATION_OF_POSTSYNAP...3         SET      11      0.21422    0.0051245      0.26238      0.20713 GOBP_REGULATION_OF_POSTSYNAPTIC_DENSITY_ASSEMBLY
GOBP_REGULATION_OF_POSTSYNAP...4         SET      13      0.20087    0.0052234      0.25054      0.21135 GOBP_REGULATION_OF_POSTSYNAPTIC_DENSITY_ORGANIZATION
GOBP_REGULATION_OF_POSTSYNAP...5         SET      80     0.070461    0.0045373     0.095599      0.23055 GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS
GOBP_REGULATION_OF_POSTSYNAP...6         SET     137    -0.089923   -0.0075664     0.075049      0.88457 GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL
GOBP_REGULATION_OF_POSTSYNAP...7         SET      21       0.1137    0.0037569      0.19669      0.28162 GOBP_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_ACTIVITY
GOBP_REGULATION_OF_POSTSYNAP...8         SET      15     -0.12486   -0.0034875      0.21538      0.71895 GOBP_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION
GOBP_REGULATION_OF_POSTSYNAP...9         SET      13      0.30238    0.0078631      0.25034      0.11356 GOBP_REGULATION_OF_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY
GOBP_REGULATION_OF_POST_TRAN...          SET       7    -0.087065   -0.0016616      0.32087      0.60693 GOBP_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION
GOBP_REGULATION_OF_POTASSIUM...1         SET       6     -0.29948   -0.0052917      0.29104      0.84825 GOBP_REGULATION_OF_POTASSIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE
GOBP_REGULATION_OF_POTASSIUM...2         SET       4      0.57003    0.0082243      0.53482      0.14326 GOBP_REGULATION_OF_POTASSIUM_ION_IMPORT
GOBP_REGULATION_OF_POTASSIUM...3         SET      58   -0.0049485  -0.00027148      0.11857      0.51664 GOBP_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOBP_REGULATION_OF_POTASSIUM...4         SET      95    -0.042428   -0.0029761     0.094534      0.67321 GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT
GOBP_REGULATION_OF_PRESYNAPS...          SET      28    -0.062363   -0.0023791       0.1669      0.64567 GOBP_REGULATION_OF_PRESYNAPSE_ORGANIZATION
GOBP_REGULATION_OF_PRESYNAPT...1         SET      15      0.22305    0.0062299      0.21829      0.15345 GOBP_REGULATION_OF_PRESYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION
GOBP_REGULATION_OF_PRESYNAPT...2         SET      28      0.13411     0.005116      0.17301      0.21913 GOBP_REGULATION_OF_PRESYNAPTIC_MEMBRANE_POTENTIAL
GOBP_REGULATION_OF_PRODUCTIO...1         SET     184      0.11639     0.011336     0.062948     0.032242 GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
GOBP_REGULATION_OF_PRODUCTIO...2         SET      14    -0.012909  -0.00034834      0.23036      0.52234 GOBP_REGULATION_OF_PRODUCTION_OF_SMALL_RNA_INVOLVED_IN_GENE_SILENCING_BY_RNA
GOBP_REGULATION_OF_PROGRAMME...          SET      26    -0.061029   -0.0022436      0.19788      0.62111 GOBP_REGULATION_OF_PROGRAMMED_NECROTIC_CELL_DEATH
GOBP_REGULATION_OF_PROSTAGLA...          SET      14     -0.24117   -0.0065079      0.23758      0.84497 GOBP_REGULATION_OF_PROSTAGLANDIN_SECRETION
GOBP_REGULATION_OF_PROSTATIC...          SET       5     0.030206   0.00048724      0.44754      0.47309 GOBP_REGULATION_OF_PROSTATIC_BUD_FORMATION
GOBP_REGULATION_OF_PROTEASOM...1         SET     179     -0.09663   -0.0092837     0.065707      0.92929 GOBP_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS
GOBP_REGULATION_OF_PROTEASOM...2         SET     132    -0.088646   -0.0073226     0.076225      0.87757 GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS
GOBP_REGULATION_OF_PROTEIN_A...1         SET      69    0.0062185     0.000372       0.1035      0.47605 GOBP_REGULATION_OF_PROTEIN_ACETYLATION
GOBP_REGULATION_OF_PROTEIN_A...2         SET       9     0.048197    0.0010429      0.33364      0.44257 GOBP_REGULATION_OF_PROTEIN_ADP_RIBOSYLATION
GOBP_REGULATION_OF_PROTEIN_A...3         SET      41      0.14467    0.0066761      0.13163      0.13587 GOBP_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION
GOBP_REGULATION_OF_PROTEIN_A...4         SET       5     -0.72086    -0.011628       0.2977      0.99226 GOBP_REGULATION_OF_PROTEIN_AUTOUBIQUITINATION
GOBP_REGULATION_OF_PROTEIN_B...          SET     193     0.010306    0.0010278     0.061031      0.43295 GOBP_REGULATION_OF_PROTEIN_BINDING
GOBP_REGULATION_OF_PROTEIN_C...1         SET     334    -0.041502   -0.0054243     0.047991      0.80641 GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS
GOBP_REGULATION_OF_PROTEIN_C...2         SET      12    -0.024074  -0.00060146      0.22437      0.54272 GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS_IN_THE_VACUOLE
GOBP_REGULATION_OF_PROTEIN_C...3         SET      12     -0.67132    -0.016773      0.24788      0.99661 GOBP_REGULATION_OF_PROTEIN_COMPLEX_STABILITY
GOBP_REGULATION_OF_PROTEIN_C...4         SET     387    0.0026154   0.00036744     0.044073      0.47634 GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY
GOBP_REGULATION_OF_PROTEIN_C...5         SET     118     0.033306    0.0026022      0.08169      0.34175 GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY
GOBP_REGULATION_OF_PROTEIN_D...1         SET      52     -0.01426  -0.00074088      0.10814      0.55245 GOBP_REGULATION_OF_PROTEIN_DEACETYLATION
GOBP_REGULATION_OF_PROTEIN_D...2         SET      83     0.098039      0.00643     0.095538      0.15241 GOBP_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION
GOBP_REGULATION_OF_PROTEIN_D...3         SET      82    0.0028909   0.00018846     0.097515      0.48818 GOBP_REGULATION_OF_PROTEIN_DEPOLYMERIZATION
GOBP_REGULATION_OF_PROTEIN_D...4         SET      11      0.19432    0.0046484       0.2525      0.22078 GOBP_REGULATION_OF_PROTEIN_DEUBIQUITINATION
GOBP_REGULATION_OF_PROTEIN_E...1         SET      24     0.077865    0.0027504        0.163      0.31643 GOBP_REGULATION_OF_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM
GOBP_REGULATION_OF_PROTEIN_E...2         SET      31    -0.058822   -0.0023609      0.15599      0.64694 GOBP_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS
GOBP_REGULATION_OF_PROTEIN_F...          SET       8     -0.16686   -0.0034041      0.40452         0.66 GOBP_REGULATION_OF_PROTEIN_FOLDING
GOBP_REGULATION_OF_PROTEIN_G...          SET      13     -0.30367   -0.0078967      0.24985      0.88789 GOBP_REGULATION_OF_PROTEIN_GLYCOSYLATION
GOBP_REGULATION_OF_PROTEIN_I...          SET      57    -0.061317   -0.0033349       0.1155      0.70224 GOBP_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS
GOBP_REGULATION_OF_PROTEIN_K...1         SET       5      0.45816    0.0073903      0.33646     0.086653 GOBP_REGULATION_OF_PROTEIN_K48_LINKED_UBIQUITINATION
GOBP_REGULATION_OF_PROTEIN_K...2         SET      14    -0.096953   -0.0026163      0.21826      0.67155 GOBP_REGULATION_OF_PROTEIN_K63_LINKED_UBIQUITINATION
GOBP_REGULATION_OF_PROTEIN_K...3         SET      19     -0.22794   -0.0071646      0.20364      0.86848 GOBP_REGULATION_OF_PROTEIN_KINASE_A_SIGNALING
GOBP_REGULATION_OF_PROTEIN_K...4         SET       6     0.031468   0.00055601      0.39745      0.46845 GOBP_REGULATION_OF_PROTEIN_KINASE_C_ACTIVITY
GOBP_REGULATION_OF_PROTEIN_K...5         SET      19    -0.062445   -0.0019628      0.18321      0.63339 GOBP_REGULATION_OF_PROTEIN_KINASE_C_SIGNALING
GOBP_REGULATION_OF_PROTEIN_L...1         SET      11      0.11237     0.002688      0.26244      0.33427 GOBP_REGULATION_OF_PROTEIN_LIPIDATION
GOBP_REGULATION_OF_PROTEIN_L...2         SET       9     -0.24747    -0.005355      0.30227      0.79351 GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_CORTEX
GOBP_REGULATION_OF_PROTEIN_L...3         SET     120     0.072929    0.0057457      0.07581      0.16803 GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY
GOBP_REGULATION_OF_PROTEIN_L...4         SET      38    -0.045825    -0.002036      0.14107      0.62735 GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE
