# MEAN_SAMPLE_SIZE = 15368
# TOTAL_GENES = 19074
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOCC_RETROMER_COMPLEX                    SET      11    -0.037597  -0.00090265      0.25603      0.55837 GOCC_RETROMER_COMPLEX
GOCC_RIBBON_SYNAPSE                      SET      13     0.037268   0.00097264      0.23332      0.43655 GOCC_RIBBON_SYNAPSE
GOCC_RIBONUCLEASE_MRP_COMPLEX            SET       9      0.49278     0.010702       0.2606     0.029327 GOCC_RIBONUCLEASE_MRP_COMPLEX
GOCC_RIBONUCLEASE_P_COMPLEX              SET      12      0.45638     0.011444      0.24866     0.033238 GOCC_RIBONUCLEASE_P_COMPLEX
GOCC_RIBONUCLEOPROTEIN_COMPL...          SET     645    0.0063138    0.0011413     0.034466      0.42733 GOCC_RIBONUCLEOPROTEIN_COMPLEX
GOCC_RIBONUCLEOPROTEIN_GRANU...          SET     256    -0.020867   -0.0024012     0.053878      0.65073 GOCC_RIBONUCLEOPROTEIN_GRANULE
GOCC_RIBOSE_PHOSPHATE_DIPHOS...          SET       3     0.056621   0.00071006      0.44752      0.44966 GOCC_RIBOSE_PHOSPHATE_DIPHOSPHOKINASE_COMPLEX
GOCC_RIBOSOMAL_SUBUNIT                   SET     172   -0.0094055  -0.00088914     0.061632      0.56064 GOCC_RIBOSOMAL_SUBUNIT
GOCC_RIBOSOME                            SET     201     0.014274    0.0014576      0.05781      0.40249 GOCC_RIBOSOME
GOCC_RIPOPTOSOME                         SET       6      0.22553    0.0039995      0.43664      0.30275 GOCC_RIPOPTOSOME
GOCC_RISC_LOADING_COMPLEX                SET       8      0.41436    0.0084845      0.29352     0.079028 GOCC_RISC_LOADING_COMPLEX
GOCC_RNAI_EFFECTOR_COMPLEX               SET      16      0.29345    0.0084958      0.20715     0.078312 GOCC_RNAI_EFFECTOR_COMPLEX
GOCC_RNA_CAP_BINDING_COMPLEX             SET      10      0.27021    0.0061855      0.26428      0.15329 GOCC_RNA_CAP_BINDING_COMPLEX
GOCC_RNA_N6_METHYLADENOSINE_...          SET       8      0.24665    0.0050504      0.33283      0.22933 GOCC_RNA_N6_METHYLADENOSINE_METHYLTRANSFERASE_COMPLEX
GOCC_RNA_POLYMERASE_COMPLEX              SET     101     -0.10079   -0.0073148     0.082227      0.88984 GOCC_RNA_POLYMERASE_COMPLEX
GOCC_RNA_POLYMERASE_III_COMP...          SET      18     0.044308    0.0013605      0.17137      0.39799 GOCC_RNA_POLYMERASE_III_COMPLEX
GOCC_RNA_POLYMERASE_III_TRAN...          SET       9       0.3468    0.0075316      0.29725      0.12168 GOCC_RNA_POLYMERASE_III_TRANSCRIPTION_REGULATOR_COMPLEX
GOCC_RNA_POLYMERASE_II_CORE_...          SET      14       0.1706    0.0046203      0.22754      0.22671 GOCC_RNA_POLYMERASE_II_CORE_COMPLEX
GOCC_RNA_POLYMERASE_II_HOLOE...          SET      73      -0.1708    -0.010546      0.09929      0.95729 GOCC_RNA_POLYMERASE_II_HOLOENZYME
GOCC_RNA_POLYMERASE_II_TRANS...1         SET     231    -0.061286   -0.0067036     0.058628      0.85206 GOCC_RNA_POLYMERASE_II_TRANSCRIPTION_REGULATOR_COMPLEX
GOCC_RNA_POLYMERASE_II_TRANS...2         SET      15      0.12421    0.0034821      0.25889      0.31569 GOCC_RNA_POLYMERASE_II_TRANSCRIPTION_REPRESSOR_COMPLEX
GOCC_RNA_POLYMERASE_I_COMPLEX            SET      12    -0.089351   -0.0022405       0.2571       0.6359 GOCC_RNA_POLYMERASE_I_COMPLEX
GOCC_RNA_POLYMERASE_I_TRANSC...          SET       6      0.38174    0.0067696       0.3416      0.13189 GOCC_RNA_POLYMERASE_I_TRANSCRIPTION_REGULATOR_COMPLEX
GOCC_RNA_POLYMERASE_TRANSCRI...          SET       5      0.39306    0.0063632      0.35104      0.13143 GOCC_RNA_POLYMERASE_TRANSCRIPTION_FACTOR_SL1_COMPLEX
GOCC_ROD_PHOTORECEPTOR_OUTER...          SET       5     -0.60064   -0.0097237      0.43233      0.91762 GOCC_ROD_PHOTORECEPTOR_OUTER_SEGMENT
GOCC_ROUGH_ENDOPLASMIC_RETIC...1         SET      80       0.1077    0.0069604     0.099085      0.13854 GOCC_ROUGH_ENDOPLASMIC_RETICULUM
GOCC_ROUGH_ENDOPLASMIC_RETIC...2         SET      22  -0.00045942  -1.5594e-05      0.20021      0.50092 GOCC_ROUGH_ENDOPLASMIC_RETICULUM_MEMBRANE
GOCC_RPAP3_R2TP_PREFOLDIN_LI...          SET      10      0.15717    0.0035978      0.26079      0.27338 GOCC_RPAP3_R2TP_PREFOLDIN_LIKE_COMPLEX
GOCC_RSC_TYPE_COMPLEX                    SET      15       0.3834     0.010748      0.22991     0.047707 GOCC_RSC_TYPE_COMPLEX
GOCC_RUFFLE                              SET     175       0.1172     0.011175     0.064407     0.034414 GOCC_RUFFLE
GOCC_RUFFLE_MEMBRANE                     SET      99      0.15695     0.011278     0.086927     0.035505 GOCC_RUFFLE_MEMBRANE
GOCC_SAGA_COMPLEX                        SET      21    -0.057244   -0.0018984      0.18586      0.62096 GOCC_SAGA_COMPLEX
GOCC_SAGA_TYPE_COMPLEX                   SET      34    -0.040223   -0.0016967      0.14472      0.60947 GOCC_SAGA_TYPE_COMPLEX
GOCC_SARCOLEMMA                          SET     132      0.17458     0.014473     0.076553     0.011297 GOCC_SARCOLEMMA
GOCC_SARCOPLASM                          SET      88     0.033199    0.0022498     0.088703       0.3541 GOCC_SARCOPLASM
GOCC_SARCOPLASMIC_RETICULUM              SET      71     0.066344    0.0040403     0.098916      0.25121 GOCC_SARCOPLASMIC_RETICULUM
GOCC_SARCOPLASMIC_RETICULUM_...1         SET       9      0.13828     0.003003      0.28712      0.31505 GOCC_SARCOPLASMIC_RETICULUM_LUMEN
GOCC_SARCOPLASMIC_RETICULUM_...2         SET      40     0.065414    0.0029925      0.12545      0.30103 GOCC_SARCOPLASMIC_RETICULUM_MEMBRANE
GOCC_SCAR_COMPLEX                        SET      11     0.055707    0.0013374      0.24937      0.41162 GOCC_SCAR_COMPLEX
GOCC_SCF_UBIQUITIN_LIGASE_CO...          SET      62     0.014201   0.00080837      0.10867      0.44801 GOCC_SCF_UBIQUITIN_LIGASE_COMPLEX
GOCC_SCHAFFER_COLLATERAL_CA1...          SET      87      0.12142    0.0081816     0.093644     0.097398 GOCC_SCHAFFER_COLLATERAL_CA1_SYNAPSE
GOCC_SCHMIDT_LANTERMAN_INCIS...          SET      11    -0.080087   -0.0019228      0.24135      0.62999 GOCC_SCHMIDT_LANTERMAN_INCISURE
GOCC_SEC61_TRANSLOCON_COMPLEX            SET       4     -0.43174   -0.0062517      0.46904      0.82133 GOCC_SEC61_TRANSLOCON_COMPLEX
GOCC_SECONDARY_LYSOSOME                  SET      16    -0.077288   -0.0022376      0.22118      0.63662 GOCC_SECONDARY_LYSOSOME
GOCC_SECRETORY_GRANULE                   SET     829   0.00035926   7.3253e-05     0.029926      0.49521 GOCC_SECRETORY_GRANULE
GOCC_SECRETORY_GRANULE_MEMBR...          SET     299    -0.039008   -0.0048456      0.04926      0.78577 GOCC_SECRETORY_GRANULE_MEMBRANE
GOCC_SECRETORY_VESICLE                   SET     981   -0.0083873   -0.0018526     0.027625      0.61929 GOCC_SECRETORY_VESICLE
GOCC_SEH1_ASSOCIATED_COMPLEX             SET       8      0.61981     0.012691       0.3368     0.032875 GOCC_SEH1_ASSOCIATED_COMPLEX
GOCC_SEMAPHORIN_RECEPTOR_COM...          SET       9     -0.11894    -0.002583      0.28373      0.66246 GOCC_SEMAPHORIN_RECEPTOR_COMPLEX
GOCC_SEPTIN_CYTOSKELETON                 SET      15      0.16302      0.00457      0.21183      0.22078 GOCC_SEPTIN_CYTOSKELETON
GOCC_SERINE_PROTEASE_INHIBIT...          SET       6     -0.28202   -0.0050013      0.28959      0.83493 GOCC_SERINE_PROTEASE_INHIBITOR_COMPLEX
GOCC_SERINE_TYPE_PEPTIDASE_C...          SET      17      0.00567    0.0001692       0.2307       0.4902 GOCC_SERINE_TYPE_PEPTIDASE_COMPLEX
GOCC_SEROTONIN_ACTIVATED_CAT...          SET       5     -0.35391   -0.0057295       0.5366      0.74522 GOCC_SEROTONIN_ACTIVATED_CATION_SELECTIVE_CHANNEL_COMPLEX
GOCC_SEROTONIN_RECEPTOR_COMP...          SET       8     -0.29116   -0.0059618      0.38684      0.77417 GOCC_SEROTONIN_RECEPTOR_COMPLEX
GOCC_SET1C_COMPASS_COMPLEX               SET      12      -0.1654   -0.0041475      0.36102      0.67658 GOCC_SET1C_COMPASS_COMPLEX
GOCC_SEX_CHROMATIN                       SET       4     0.075529    0.0010937       0.5284      0.44317 GOCC_SEX_CHROMATIN
GOCC_SEX_CHROMOSOME                      SET      28       0.1993    0.0076308      0.16215      0.10952 GOCC_SEX_CHROMOSOME
GOCC_SHELTERIN_COMPLEX                   SET       6      0.11296    0.0020032      0.34836      0.37287 GOCC_SHELTERIN_COMPLEX
GOCC_SIDE_OF_MEMBRANE                    SET     509    -0.021452   -0.0034573     0.040935      0.69987 GOCC_SIDE_OF_MEMBRANE
GOCC_SIGNAL_PEPTIDASE_COMPLEX            SET       5      0.28603    0.0046305      0.31337      0.18069 GOCC_SIGNAL_PEPTIDASE_COMPLEX
GOCC_SIGNAL_RECOGNITION_PART...          SET       6      0.21921    0.0038874      0.34078      0.26003 GOCC_SIGNAL_RECOGNITION_PARTICLE
GOCC_SIN3_TYPE_COMPLEX                   SET      20      0.15555    0.0050345      0.18783       0.2038 GOCC_SIN3_TYPE_COMPLEX
GOCC_SITE_OF_DNA_DAMAGE                  SET     107    -0.093105    -0.006954      0.08542      0.86213 GOCC_SITE_OF_DNA_DAMAGE
GOCC_SITE_OF_DOUBLE_STRAND_B...          SET      76    -0.057637   -0.0036311      0.10347      0.71124 GOCC_SITE_OF_DOUBLE_STRAND_BREAK
GOCC_SITE_OF_POLARIZED_GROWTH            SET     159   -0.0031999  -0.00029094     0.074407      0.51715 GOCC_SITE_OF_POLARIZED_GROWTH
GOCC_SMAD_PROTEIN_COMPLEX                SET       9     -0.11783   -0.0025591       0.3431      0.63436 GOCC_SMAD_PROTEIN_COMPLEX
GOCC_SMALL_RIBOSOMAL_SUBUNIT             SET      68     0.078484    0.0046779     0.098066      0.21177 GOCC_SMALL_RIBOSOMAL_SUBUNIT
GOCC_SMALL_SUBUNIT_PROCESSOME            SET      37     -0.16643   -0.0073232      0.14397      0.87615 GOCC_SMALL_SUBUNIT_PROCESSOME
GOCC_SMC5_SMC6_COMPLEX                   SET       9      0.14385     0.003124      0.27342      0.29941 GOCC_SMC5_SMC6_COMPLEX
GOCC_SMN_COMPLEX                         SET       9    -0.086318   -0.0018746      0.31067      0.60943 GOCC_SMN_COMPLEX
GOCC_SMN_SM_PROTEIN_COMPLEX              SET      16     -0.24844   -0.0071926      0.22435      0.86592 GOCC_SMN_SM_PROTEIN_COMPLEX
GOCC_SMOOTH_ENDOPLASMIC_RETI...1         SET      30      -0.2436   -0.0096535      0.15607      0.94071 GOCC_SMOOTH_ENDOPLASMIC_RETICULUM
GOCC_SMOOTH_ENDOPLASMIC_RETI...2         SET       7     -0.12147   -0.0023267      0.35022      0.63565 GOCC_SMOOTH_ENDOPLASMIC_RETICULUM_MEMBRANE
GOCC_SM_LIKE_PROTEIN_FAMILY_...          SET      79     0.021533    0.0013829     0.096572      0.41178 GOCC_SM_LIKE_PROTEIN_FAMILY_COMPLEX
GOCC_SNARE_COMPLEX                       SET      45     0.076058      0.00369      0.12215      0.26675 GOCC_SNARE_COMPLEX
GOCC_SNO_S_RNA_CONTAINING_RI...          SET      23     0.086884    0.0030153        0.167      0.30145 GOCC_SNO_S_RNA_CONTAINING_RIBONUCLEOPROTEIN_COMPLEX
GOCC_SODIUM_CHANNEL_COMPLEX              SET      19     -0.13357   -0.0042135      0.22978      0.71947 GOCC_SODIUM_CHANNEL_COMPLEX
GOCC_SODIUM_POTASSIUM_EXCHAN...          SET      11      0.11282    0.0027087      0.26982      0.33792 GOCC_SODIUM_POTASSIUM_EXCHANGING_ATPASE_COMPLEX
GOCC_SOMATODENDRITIC_COMPART...          SET     791    -0.030512   -0.0060835     0.031251      0.83555 GOCC_SOMATODENDRITIC_COMPARTMENT
GOCC_SORTING_ENDOSOME                    SET       6      0.26637    0.0047237      0.33948      0.21634 GOCC_SORTING_ENDOSOME
GOCC_SPECIFIC_GRANULE                    SET     151     -0.06638   -0.0058829     0.062674      0.85522 GOCC_SPECIFIC_GRANULE
GOCC_SPECIFIC_GRANULE_LUMEN              SET      58    -0.091637   -0.0050456     0.099589      0.82124 GOCC_SPECIFIC_GRANULE_LUMEN
GOCC_SPECIFIC_GRANULE_MEMBRA...          SET      86    -0.037302   -0.0024991     0.081953       0.6755 GOCC_SPECIFIC_GRANULE_MEMBRANE
GOCC_SPECTRIN                            SET       9      0.25453    0.0055277      0.27493      0.17729 GOCC_SPECTRIN
GOCC_SPECTRIN_ASSOCIATED_CYT...          SET       9     -0.17569   -0.0038154      0.28489      0.73127 GOCC_SPECTRIN_ASSOCIATED_CYTOSKELETON
GOCC_SPERMATOPROTEASOME_COMP...          SET       3     -0.11114   -0.0013938      0.40177      0.60897 GOCC_SPERMATOPROTEASOME_COMPLEX
GOCC_SPERM_ANNULUS                       SET       4     -0.33782   -0.0048917      0.48494      0.75698 GOCC_SPERM_ANNULUS
GOCC_SPERM_CONNECTING_PIECE              SET       9       0.3556    0.0077227      0.32855      0.13956 GOCC_SPERM_CONNECTING_PIECE
GOCC_SPERM_FIBROUS_SHEATH                SET       6     -0.11773   -0.0020877      0.38493      0.62014 GOCC_SPERM_FIBROUS_SHEATH
GOCC_SPERM_HEAD                          SET      16      0.48527     0.014049      0.22282     0.014716 GOCC_SPERM_HEAD
GOCC_SPERM_HEAD_PLASMA_MEMBR...          SET       6      0.28705    0.0050904      0.41238       0.2432 GOCC_SPERM_HEAD_PLASMA_MEMBRANE
GOCC_SPERM_MIDPIECE                      SET      48      0.18798    0.0094182      0.12805     0.071068 GOCC_SPERM_MIDPIECE
GOCC_SPERM_MITOCHONDRIAL_SHE...          SET       5     -0.59522    -0.009636      0.37987      0.94142 GOCC_SPERM_MITOCHONDRIAL_SHEATH
GOCC_SPERM_PLASMA_MEMBRANE               SET      13      0.11059    0.0028863      0.23377      0.31808 GOCC_SPERM_PLASMA_MEMBRANE
GOCC_SPERM_PRINCIPAL_PIECE               SET      30      0.35289     0.013984      0.16053     0.013971 GOCC_SPERM_PRINCIPAL_PIECE
GOCC_SPHERICAL_HIGH_DENSITY_...          SET       7      0.21736    0.0041632      0.34148      0.26223 GOCC_SPHERICAL_HIGH_DENSITY_LIPOPROTEIN_PARTICLE
GOCC_SPINDLE                             SET     395     0.032348    0.0046067     0.045698      0.23952 GOCC_SPINDLE
GOCC_SPINDLE_MICROTUBULE                 SET      76      0.16944     0.010674      0.10382     0.051348 GOCC_SPINDLE_MICROTUBULE
GOCC_SPINDLE_MIDZONE                     SET      36      0.11455    0.0049719       0.1338      0.19597 GOCC_SPINDLE_MIDZONE
GOCC_SPINDLE_POLE                        SET     161    0.0066625   0.00060954     0.070504      0.46236 GOCC_SPINDLE_POLE
GOCC_SPINDLE_POLE_CENTROSOME             SET      13      0.21245    0.0055445      0.21103      0.15704 GOCC_SPINDLE_POLE_CENTROSOME
GOCC_SPLICEOSOMAL_COMPLEX                SET     173   -0.0015347   -0.0001455     0.065913      0.50929 GOCC_SPLICEOSOMAL_COMPLEX
GOCC_SPLICEOSOMAL_SNRNP_COMP...          SET      60    -0.018888   -0.0010577      0.11241      0.56672 GOCC_SPLICEOSOMAL_SNRNP_COMPLEX
GOCC_SPLICEOSOMAL_TRI_SNRNP_...          SET      35    -0.037168   -0.0015907       0.1402      0.60453 GOCC_SPLICEOSOMAL_TRI_SNRNP_COMPLEX
GOCC_STEREOCILIA_COUPLING_LI...          SET       6      0.39207    0.0069529      0.29761     0.093863 GOCC_STEREOCILIA_COUPLING_LINK
GOCC_STEREOCILIUM_BASE                   SET       5      0.10923    0.0017683      0.46719      0.40757 GOCC_STEREOCILIUM_BASE
GOCC_STEREOCILIUM_BUNDLE                 SET      61      0.10219    0.0057701      0.10771      0.17137 GOCC_STEREOCILIUM_BUNDLE
GOCC_STEREOCILIUM_MEMBRANE               SET       6      0.21153    0.0037511      0.41935      0.30699 GOCC_STEREOCILIUM_MEMBRANE
GOCC_STEREOCILIUM_TIP                    SET      20      0.18274    0.0059143      0.17172      0.14365 GOCC_STEREOCILIUM_TIP
GOCC_STRIATED_MUSCLE_THIN_FI...          SET      21    -0.032299   -0.0010711      0.17218       0.5744 GOCC_STRIATED_MUSCLE_THIN_FILAMENT
GOCC_SUMO_LIGASE_COMPLEX                 SET      13      0.19701    0.0051417      0.24227      0.20807 GOCC_SUMO_LIGASE_COMPLEX
GOCC_SUPER_ELONGATION_COMPLEX            SET       5     -0.51124   -0.0082764      0.44286      0.87583 GOCC_SUPER_ELONGATION_COMPLEX
GOCC_SUPRAMOLECULAR_COMPLEX              SET    1300     0.050112     0.012629     0.025986     0.026912 GOCC_SUPRAMOLECULAR_COMPLEX
GOCC_SUPRAMOLECULAR_POLYMER              SET     961     0.050883      0.01113     0.030317     0.046647 GOCC_SUPRAMOLECULAR_POLYMER
GOCC_SWI_SNF_COMPLEX                     SET      30    -0.045494   -0.0018029       0.1481      0.62065 GOCC_SWI_SNF_COMPLEX
GOCC_SWI_SNF_SUPERFAMILY_TYP...          SET      91    0.0098429   0.00067826     0.092655       0.4577 GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX
GOCC_SWR1_COMPLEX                        SET      13      -0.2219   -0.0057912      0.26882      0.79544 GOCC_SWR1_COMPLEX
GOCC_SYMMETRIC_SYNAPSE                   SET       8     -0.29086   -0.0059556      0.27147        0.858 GOCC_SYMMETRIC_SYNAPSE
GOCC_SYNAPSE                             SET    1366     0.030853    0.0079558     0.024277      0.10189 GOCC_SYNAPSE
GOCC_SYNAPSE_ASSOCIATED_EXTR...          SET       6      0.20542    0.0036429      0.31906      0.25984 GOCC_SYNAPSE_ASSOCIATED_EXTRACELLULAR_MATRIX
GOCC_SYNAPTIC_CLEFT                      SET      21      0.46042     0.015269      0.20504     0.012374 GOCC_SYNAPTIC_CLEFT
GOCC_SYNAPTIC_MEMBRANE                   SET     362     0.064323    0.0087771     0.046853     0.084908 GOCC_SYNAPTIC_MEMBRANE
GOCC_SYNAPTIC_VESICLE_MEMBRA...          SET     116    -0.098202   -0.0076351     0.079893      0.89049 GOCC_SYNAPTIC_VESICLE_MEMBRANE
GOCC_SYNAPTONEMAL_STRUCTURE              SET      33     -0.13448   -0.0055891      0.13851       0.8342 GOCC_SYNAPTONEMAL_STRUCTURE
GOCC_TELOMERASE_HOLOENZYME_C...          SET      19     -0.70302    -0.022178      0.23992       0.9983 GOCC_TELOMERASE_HOLOENZYME_COMPLEX
GOCC_TERMINAL_BOUTON                     SET      44     -0.25412    -0.012191      0.13486      0.97023 GOCC_TERMINAL_BOUTON
GOCC_TERTIARY_GRANULE                    SET     155    -0.054151   -0.0048617     0.065294      0.79654 GOCC_TERTIARY_GRANULE
GOCC_TERTIARY_GRANULE_LUMEN              SET      53    0.0083304   0.00043852      0.10647      0.46882 GOCC_TERTIARY_GRANULE_LUMEN
GOCC_TERTIARY_GRANULE_MEMBRA...          SET      67    -0.057384   -0.0033951     0.096188       0.7246 GOCC_TERTIARY_GRANULE_MEMBRANE
GOCC_TETRASPANIN_ENRICHED_MI...          SET      10      0.22931    0.0052493      0.25083      0.18031 GOCC_TETRASPANIN_ENRICHED_MICRODOMAIN
GOCC_THO_COMPLEX                         SET       5    -0.015863  -0.00025681      0.31937      0.51981 GOCC_THO_COMPLEX
GOCC_TIGHT_JUNCTION                      SET     121     0.048719    0.0038681     0.079135      0.26907 GOCC_TIGHT_JUNCTION
GOCC_TIM22_MITOCHONDRIAL_IMP...          SET       7    -0.042004  -0.00080455      0.29977      0.55572 GOCC_TIM22_MITOCHONDRIAL_IMPORT_INNER_MEMBRANE_INSERTION_COMPLEX
GOCC_TIM23_MITOCHONDRIAL_IMP...          SET      12     0.051441    0.0012899      0.23625      0.41382 GOCC_TIM23_MITOCHONDRIAL_IMPORT_INNER_MEMBRANE_TRANSLOCASE_COMPLEX
GOCC_TORC1_COMPLEX                       SET       5    -0.062376   -0.0010098      0.45976      0.55396 GOCC_TORC1_COMPLEX
GOCC_TOR_COMPLEX                         SET      10    -0.015116  -0.00034604      0.29618      0.52035 GOCC_TOR_COMPLEX
GOCC_TRAMP_COMPLEX                       SET       5      0.31914    0.0051666      0.32598      0.16379 GOCC_TRAMP_COMPLEX
GOCC_TRANSCRIPTION_ELONGATIO...          SET      45    -0.030144   -0.0014625      0.12536      0.59501 GOCC_TRANSCRIPTION_ELONGATION_FACTOR_COMPLEX
GOCC_TRANSCRIPTION_EXPORT_CO...1         SET       8     -0.24727    -0.005063      0.26903      0.82098 GOCC_TRANSCRIPTION_EXPORT_COMPLEX
GOCC_TRANSCRIPTION_EXPORT_CO...2         SET       4      0.69041    0.0099972      0.45868     0.066146 GOCC_TRANSCRIPTION_EXPORT_COMPLEX_2
GOCC_TRANSCRIPTION_FACTOR_AP...          SET       5      0.22464    0.0036366      0.36311      0.26808 GOCC_TRANSCRIPTION_FACTOR_AP_1_COMPLEX
GOCC_TRANSCRIPTION_FACTOR_TF...1         SET       5     -0.20375   -0.0032985      0.32107      0.73715 GOCC_TRANSCRIPTION_FACTOR_TFIIA_COMPLEX
GOCC_TRANSCRIPTION_FACTOR_TF...2         SET      28     -0.37156    -0.014226      0.16803      0.98649 GOCC_TRANSCRIPTION_FACTOR_TFIID_COMPLEX
GOCC_TRANSCRIPTION_FACTOR_TF...3         SET      10     -0.45143    -0.010334      0.27452      0.94994 GOCC_TRANSCRIPTION_FACTOR_TFIIH_HOLO_COMPLEX
GOCC_TRANSCRIPTION_FACTOR_TF...4         SET       6      0.70317      0.01247      0.35325     0.023272 GOCC_TRANSCRIPTION_FACTOR_TFIIIC_COMPLEX
GOCC_TRANSCRIPTION_FACTOR_TF...5         SET      16     -0.31781   -0.0092012      0.20491      0.93954 GOCC_TRANSCRIPTION_FACTOR_TFTC_COMPLEX
GOCC_TRANSCRIPTION_PREINITIA...          SET      11     -0.38818   -0.0093195      0.29223      0.90795 GOCC_TRANSCRIPTION_PREINITIATION_COMPLEX
GOCC_TRANSCRIPTION_REGULATOR...          SET     475     0.038196    0.0059523     0.040267      0.17142 GOCC_TRANSCRIPTION_REGULATOR_COMPLEX
GOCC_TRANSCRIPTION_REPRESSOR...          SET      74      0.10776    0.0066989      0.09638      0.13178 GOCC_TRANSCRIPTION_REPRESSOR_COMPLEX
GOCC_TRANSFERASE_COMPLEX                 SET     768   -0.0031702   -0.0006232     0.031163      0.54051 GOCC_TRANSFERASE_COMPLEX
GOCC_TRANSFERASE_COMPLEX_TRA...          SET     263   -0.0028982  -0.00033797     0.052878      0.52185 GOCC_TRANSFERASE_COMPLEX_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS
GOCC_TRANSLATION_PREINITIATI...          SET      18      0.32856     0.010089      0.18995     0.041846 GOCC_TRANSLATION_PREINITIATION_COMPLEX
GOCC_TRANSLOCON_COMPLEX                  SET       5     -0.11048   -0.0017886      0.42454      0.60266 GOCC_TRANSLOCON_COMPLEX
GOCC_TRANSPORTER_COMPLEX                 SET     382     0.050558     0.007083     0.047486      0.14352 GOCC_TRANSPORTER_COMPLEX
GOCC_TRANSPORT_VESICLE                   SET     379    -0.013465   -0.0018791     0.043079      0.62269 GOCC_TRANSPORT_VESICLE
GOCC_TRANSPORT_VESICLE_MEMBR...          SET     199      -0.0436   -0.0044302     0.059124      0.76956 GOCC_TRANSPORT_VESICLE_MEMBRANE
GOCC_TRANS_GOLGI_NETWORK                 SET     235    -0.061032   -0.0067327     0.054694      0.86775 GOCC_TRANS_GOLGI_NETWORK
GOCC_TRANS_GOLGI_NETWORK_MEM...          SET      88    -0.021933   -0.0014863      0.08994      0.59633 GOCC_TRANS_GOLGI_NETWORK_MEMBRANE
GOCC_TRANS_GOLGI_NETWORK_TRA...1         SET      36      0.14849     0.006445      0.12651      0.12027 GOCC_TRANS_GOLGI_NETWORK_TRANSPORT_VESICLE
GOCC_TRANS_GOLGI_NETWORK_TRA...2         SET      19      0.10042    0.0031678      0.18364      0.29225 GOCC_TRANS_GOLGI_NETWORK_TRANSPORT_VESICLE_MEMBRANE
GOCC_TRAPPIII_PROTEIN_COMPLEX            SET      11     -0.46641    -0.011198      0.30147      0.93907 GOCC_TRAPPIII_PROTEIN_COMPLEX
GOCC_TRAPPII_PROTEIN_COMPLEX             SET      11    -0.030689   -0.0007368      0.35669      0.53428 GOCC_TRAPPII_PROTEIN_COMPLEX
GOCC_TRAPP_COMPLEX                       SET      16     -0.21883   -0.0063354      0.26107      0.79903 GOCC_TRAPP_COMPLEX
GOCC_TRICARBOXYLIC_ACID_CYCL...          SET      15     -0.16996   -0.0047643      0.25791      0.74504 GOCC_TRICARBOXYLIC_ACID_CYCLE_ENZYME_COMPLEX
GOCC_TRIGLYCERIDE_RICH_PLASM...          SET      18   -0.0033551  -0.00010302      0.20819      0.50643 GOCC_TRIGLYCERIDE_RICH_PLASMA_LIPOPROTEIN_PARTICLE
GOCC_TRNA_METHYLTRANSFERASE_...          SET       6     -0.46884   -0.0083142      0.49217       0.8296 GOCC_TRNA_METHYLTRANSFERASE_COMPLEX
GOCC_TRNA_SPLICING_LIGASE_CO...          SET       8      0.12689    0.0025982      0.34393      0.35609 GOCC_TRNA_SPLICING_LIGASE_COMPLEX
GOCC_TROPONIN_COMPLEX                    SET       8      0.10954     0.002243      0.25841      0.33582 GOCC_TROPONIN_COMPLEX
GOCC_TUBULAR_ENDOSOME                    SET       5     0.074153    0.0012005      0.35503      0.41728 GOCC_TUBULAR_ENDOSOME
GOCC_T_CELL_RECEPTOR_COMPLEX             SET      13     -0.27323   -0.0071309      0.24963      0.86314 GOCC_T_CELL_RECEPTOR_COMPLEX
GOCC_T_TUBULE                            SET      52      0.16674    0.0086945      0.12221     0.086234 GOCC_T_TUBULE
GOCC_U12_TYPE_SPLICEOSOMAL_C...          SET      25   -0.0090977  -0.00032916      0.18803       0.5193 GOCC_U12_TYPE_SPLICEOSOMAL_COMPLEX
GOCC_U1_SNRNP                            SET      18     -0.32404     -0.00995      0.20394      0.94395 GOCC_U1_SNRNP
GOCC_U2AF_COMPLEX                        SET       4       0.3923    0.0056806      0.53179      0.23036 GOCC_U2AF_COMPLEX
GOCC_U2_SNRNP                            SET      23      0.01937   0.00067225      0.18845      0.45907 GOCC_U2_SNRNP
GOCC_U2_TYPE_CATALYTIC_STEP_...          SET      30     -0.18877   -0.0074807      0.14868      0.89789 GOCC_U2_TYPE_CATALYTIC_STEP_2_SPLICEOSOME
GOCC_U2_TYPE_SPLICEOSOMAL_CO...          SET      84     -0.04684   -0.0031016     0.094511      0.68991 GOCC_U2_TYPE_SPLICEOSOMAL_COMPLEX
GOCC_U4_SNRNP                            SET       9     -0.24755   -0.0053762      0.30023      0.79518 GOCC_U4_SNRNP
GOCC_U5_SNRNP                            SET      19    -0.021847  -0.00068918      0.19285       0.5451 GOCC_U5_SNRNP
GOCC_U6_SNRNP                            SET       6    -0.027584  -0.00048917      0.30487      0.53605 GOCC_U6_SNRNP
GOCC_U7_SNRNP                            SET       7     -0.59811    -0.011456      0.33269      0.96389 GOCC_U7_SNRNP
