GenomicLocus	region1	region2	FDR	type	DB	tissue/cell	inter/intra	SNPs	genes	ciMapFilt
3	9:117680001-117720000	9:119440001-119480000	1.021876e-08	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	ENSG00000119401	1
4	10:64360001-64400000	10:64400001-64440000	2.88583e-25	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64440001-64480000	4.082278e-27	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64480001-64520000	2.667759e-40	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64520001-64560000	1.580601e-22	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64560001-64600000	2.224845e-37	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12766377;rs12774545;rs56299235	ENSG00000181915	1
4	10:64360001-64400000	10:64600001-64640000	3.212435e-08	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64640001-64680000	8.86905e-26	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12766377;rs12774545;rs56299235	ENSG00000122877	1
4	10:64360001-64400000	10:64680001-64720000	1.483204e-45	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64720001-64760000	5.15292e-36	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64800001-64840000	2.863578e-57	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64840001-64880000	1.11255e-24	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64880001-64920000	2.490172e-74	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12766377;rs12774545;rs56299235	ENSG00000148572	1
4	10:64360001-64400000	10:64920001-64960000	9.960656e-33	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:65240001-65280000	1.063178e-35	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:65360001-65400000	5.765505e-17	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:65400001-65440000	2.971293e-24	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:65440001-65480000	5.921192e-32	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:65480001-65520000	1.749785e-49	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:65520001-65560000	3.444367e-61	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:65560001-65600000	4.58072e-10	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:65640001-65680000	6.306228e-10	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:65680001-65720000	3.305924e-08	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs12766377;rs12774545;rs56299235	NA	0
5	20:6480001-6520000	20:6520001-6560000	7.674067e-146	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:6600001-6640000	2.36034e-52	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:6640001-6680000	2.381484e-67	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:6680001-6720000	2.61716e-38	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:6720001-6760000	2.469264e-08	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	ENSG00000125845	1
5	20:6480001-6520000	20:6760001-6800000	2.047806e-12	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:6840001-6880000	1.79599e-20	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:6920001-6960000	3.946071e-12	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:6960001-7000000	5.561333e-18	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7040001-7080000	5.123955e-32	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7080001-7120000	5.375295e-22	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7120001-7160000	2.215755e-15	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7160001-7200000	2.305031e-21	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7240001-7280000	2.99365e-20	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7280001-7320000	2.25502e-15	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7320001-7360000	8.461484e-11	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7360001-7400000	3.011106e-10	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7600001-7640000	5.042598e-12	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7720001-7760000	2.239829e-12	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7760001-7800000	5.711062e-13	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7800001-7840000	2.12908e-36	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7840001-7880000	2.638753e-26	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7880001-7920000	3.9269e-14	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7920001-7960000	2.650866e-11	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	ENSG00000101323	1
5	20:6480001-6520000	20:7960001-8000000	9.844656e-24	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	ENSG00000125827	1
5	20:6480001-6520000	20:8000001-8040000	1.624025e-14	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	ENSG00000125827	1
5	20:6480001-6520000	20:8040001-8080000	3.094065e-16	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:8080001-8120000	3.426673e-07	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	ENSG00000182621	1
5	20:6480001-6520000	20:8120001-8160000	1.798201e-09	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:8160001-8200000	8.627781e-22	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:8200001-8240000	9.140941e-12	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:8240001-8280000	2.404871e-10	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:8320001-8360000	4.065237e-07	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:8360001-8400000	2.674133e-07	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:8440001-8480000	3.638185e-12	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:8480001-8520000	5.231652e-13	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:8600001-8640000	3.145774e-08	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:8640001-8680000	2.680413e-07	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:8680001-8720000	4.8419e-16	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:8720001-8760000	5.644707e-11	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:9200001-9240000	7.697585e-09	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:9240001-9280000	1.73404e-08	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:9320001-9360000	7.614444e-08	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs77926029;rs184983658	NA	0
1	1:114280001-114320000	1:112880001-112920000	2.567538e-09	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs6679677	NA	0
1	1:114280001-114320000	1:113320001-113360000	2.932038e-09	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs6679677	NA	0
1	1:114280001-114320000	1:113440001-113480000	6.210573e-11	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs6679677	NA	0
1	1:114280001-114320000	1:113640001-113680000	5.696576e-51	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs6679677	NA	0
1	1:114360001-114400000	1:113640001-113680000	5.395372e-15	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs2476601	NA	0
1	1:114280001-114320000	1:113680001-113720000	2.46291e-11	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs6679677	NA	0
1	1:114280001-114320000	1:113720001-113760000	9.161907e-23	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs6679677	NA	0
1	1:114360001-114400000	1:113720001-113760000	1.709395e-08	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs2476601	NA	0
1	1:114280001-114320000	1:113760001-113800000	4.935284e-09	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs6679677	NA	0
1	1:114280001-114320000	1:113800001-113840000	2.133761e-09	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs6679677	NA	0
1	1:114280001-114320000	1:113920001-113960000	1.829886e-17	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs6679677	ENSG00000081026	1
1	1:114280001-114320000	1:114200001-114240000	5.252468e-15	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs6679677	NA	0
1	1:114360001-114400000	1:114320001-114360000	5.695113e-10	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs2476601	ENSG00000081019	1
2	2:234400001-234440000	2:233840001-233880000	1.012614e-07	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs78135710	ENSG00000066248:ENSG00000222001	1
2	2:234400001-234440000	2:234160001-234200000	1.882686e-23	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs78135710	NA	0
2	2:234400001-234440000	2:234320001-234360000	6.966177e-24	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs78135710	NA	0
2	2:234400001-234440000	2:234360001-234400000	4.463473e-47	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs78135710	NA	0
3	9:117640001-117680000	9:117120001-117160000	1.019906e-09	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	ENSG00000106948	1
3	9:117640001-117680000	9:117160001-117200000	1.083996e-90	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117680001-117720000	9:117160001-117200000	1.620674e-71	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117640001-117680000	9:117200001-117240000	2.381455e-27	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117680001-117720000	9:117200001-117240000	5.460863e-32	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117640001-117680000	9:117240001-117280000	2.211105e-47	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	ENSG00000095397	1
3	9:117680001-117720000	9:117240001-117280000	3.211455e-48	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	ENSG00000095397	1
3	9:117640001-117680000	9:117280001-117320000	4.430424e-13	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117680001-117720000	9:117280001-117320000	1.162773e-27	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117640001-117680000	9:117320001-117360000	3.214164e-32	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	ENSG00000136888	1
3	9:117680001-117720000	9:117320001-117360000	5.284575e-26	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	ENSG00000136888	1
3	9:117640001-117680000	9:117360001-117400000	1.295735e-40	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	ENSG00000157693	1
3	9:117680001-117720000	9:117360001-117400000	2.330199e-35	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	ENSG00000157693	1
3	9:117640001-117680000	9:117400001-117440000	7.188973e-104	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117680001-117720000	9:117400001-117440000	7.494892e-52	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117640001-117680000	9:117440001-117480000	1.2909e-28	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117680001-117720000	9:117440001-117480000	6.019243e-13	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117640001-117680000	9:117480001-117520000	1.194779e-163	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117680001-117720000	9:117480001-117520000	1.854922e-89	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117640001-117680000	9:117520001-117560000	0	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117680001-117720000	9:117520001-117560000	3.579634e-183	HiC	GSE87112	Mesenchymal_Stem_Cell	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
